,,Tier,Name,Level,Effect,Existingeffect,Neweffect,CostRaw,Costcustomizable,,Tier_4
,,10,Enlightened Chickens,88,Running Chicken,414,416,,,,
,,10,Enlightened Chickens,89,Running Chicken,416,418,,,,
,,10,Enlightened Chickens,90,Running Chicken,418,420,,,,
,,10,Enlightened Chickens,91,Running Chicken,420,422,,,,
,,10,Enlightened Chickens,92,Running Chicken,422,424,,,,
,,10,Enlightened Chickens,93,Running Chicken,424,426,,,,
,,10,Enlightened Chickens,94,Running Chicken,426,428,,,,
,,10,Enlightened Chickens,95,Running Chicken,428,430,,,,
,,10,Enlightened Chickens,96,Running Chicken,430,432,,,,
,,10,Enlightened Chickens,97,Running Chicken,432,434,,,,
,,10,Enlightened Chickens,98,Running Chicken,434,436,,,,
,,10,Enlightened Chickens,99,Running Chicken,436,438,,,,
,,10,Enlightened Chickens,100,Running Chicken,438,440,,,,
,,10,Enlightened Chickens,101,Running Chicken,440,442,,,,
,,10,Enlightened Chickens,102,Running Chicken,442,444,,,,
,,10,Enlightened Chickens,103,Running Chicken,444,446,,,,
,,10,Enlightened Chickens,104,Running Chicken,446,448,,,,
,,10,Enlightened Chickens,105,Running Chicken,448,450,,,,
,,10,Enlightened Chickens,106,Running Chicken,450,452,,,,
,,10,Enlightened Chickens,107,Running Chicken,452,454,,,,
,,10,Enlightened Chickens,108,Running Chicken,454,456,,,,
,,10,Enlightened Chickens,109,Running Chicken,456,458,,,,
,,10,Enlightened Chickens,110,Running Chicken,458,460,,,,
,,10,Enlightened Chickens,111,Running Chicken,460,462,,,,
,,10,Enlightened Chickens,112,Running Chicken,462,464,,,,
,,10,Enlightened Chickens,113,Running Chicken,464,466,,,,
,,10,Enlightened Chickens,114,Running Chicken,466,468,,,,
,,10,Enlightened Chickens,115,Running Chicken,468,470,,,,
,,10,Enlightened Chickens,116,Running Chicken,470,472,,,,
,,10,Enlightened Chickens,117,Running Chicken,472,474,,,,
,,10,Enlightened Chickens,118,Running Chicken,474,476,,,,
,,10,Enlightened Chickens,119,Running Chicken,476,478,,,,
,,10,Enlightened Chickens,120,Running Chicken,478,480,,,,
,,10,Enlightened Chickens,121,Running Chicken,480,482,,,,
,,10,Enlightened Chickens,122,Running Chicken,482,484,,,,
,,10,Enlightened Chickens,123,Running Chicken,484,486,,,,
,,10,Enlightened Chickens,124,Running Chicken,486,488,,,,
,,10,Enlightened Chickens,125,Running Chicken,488,490,,,,
,,10,Enlightened Chickens,126,Running Chicken,490,492,,,,
,,10,Enlightened Chickens,127,Running Chicken,492,494,,,,
,,10,Enlightened Chickens,128,Running Chicken,494,496,,,,
,,10,Enlightened Chickens,129,Running Chicken,496,498,,,,
,,10,Enlightened Chickens,130,Running Chicken,498,500,,,,
,,10,Enlightened Chickens,131,Running Chicken,500,502,,,,
,,10,Enlightened Chickens,132,Running Chicken,502,504,,,,
,,10,Enlightened Chickens,133,Running Chicken,504,506,,,,
,,10,Enlightened Chickens,134,Running Chicken,506,508,,,,
,,10,Enlightened Chickens,135,Running Chicken,508,510,,,,
,,10,Enlightened Chickens,136,Running Chicken,510,512,,,,
,,10,Enlightened Chickens,137,Running Chicken,512,514,,,,
,,10,Enlightened Chickens,138,Running Chicken,514,516,,,,
,,10,Enlightened Chickens,139,Running Chicken,516,518,,,,
,,10,Enlightened Chickens,140,Running Chicken,518,520,,,,
,,10,Enlightened Chickens,141,Running Chicken,520,522,,,,
,,10,Enlightened Chickens,142,Running Chicken,522,524,,,,
,,10,Enlightened Chickens,143,Running Chicken,524,526,,,,
,,10,Enlightened Chickens,144,Running Chicken,526,528,,,,
,,10,Enlightened Chickens,145,Running Chicken,528,530,,,,
,,10,Enlightened Chickens,146,Running Chicken,530,532,,,,
,,10,Enlightened Chickens,147,Running Chicken,532,534,,,,
,,10,Enlightened Chickens,148,Running Chicken,534,536,,,,
,,10,Enlightened Chickens,149,Running Chicken,536,538,,,,
,,10,Enlightened Chickens,150,Running Chicken,538,540,,,,
,,11,Dark Containment,1,Vehicle Capacity,0%,5%,,,,TOP
,,11,Dark Containment,2,Vehicle Capacity,5%,10%,,,,
,,11,Dark Containment,3,Vehicle Capacity,10%,15%,,,,
,,11,Dark Containment,4,Vehicle Capacity,15%,20%,,,,
,,11,Dark Containment,5,Vehicle Capacity,20%,25%,,,,
,,11,Dark Containment,6,Vehicle Capacity,25%,30%,,,,
,,11,Dark Containment,7,Vehicle Capacity,30%,35%,,,,
,,11,Dark Containment,8,Vehicle Capacity,35%,40%,,,,
,,11,Dark Containment,9,Vehicle Capacity,40%,45%,,,,
,,11,Dark Containment,10,Vehicle Capacity,45%,50%,,,,
,,11,Dark Containment,11,Vehicle Capacity,50%,55%,,,,
,,11,Dark Containment,12,Vehicle Capacity,55%,60%,,,,
,,11,Dark Containment,13,Vehicle Capacity,60%,65%,,,,
,,11,Dark Containment,14,Vehicle Capacity,65%,70%,,,,
,,11,Dark Containment,15,Vehicle Capacity,70%,75%,,,,
,,11,Dark Containment,16,Vehicle Capacity,75%,80%,,,,
,,11,Dark Containment,17,Vehicle Capacity,80%,85%,,,,
,,11,Dark Containment,18,Vehicle Capacity,85%,90%,,,,
,,11,Dark Containment,19,Vehicle Capacity,90%,95%,,,,
,,11,Dark Containment,20,Vehicle Capacity,95%,100%,,,,
,,11,Dark Containment,21,Vehicle Capacity,100%,105%,,,,
,,11,Dark Containment,22,Vehicle Capacity,105%,110%,,,,
,,11,Dark Containment,23,Vehicle Capacity,110%,115%,,,,
,,11,Dark Containment,24,Vehicle Capacity,115%,120%,,,,
,,11,Dark Containment,25,Vehicle Capacity,120%,125%,,,,
,,11,Atomic Purification,1,Value Increase,0%,10%,,,,
,,11,Atomic Purification,2,Value Increase,10%,20%,,,,
,,11,Atomic Purification,3,Value Increase,20%,30%,,,,
,,11,Atomic Purification,4,Value Increase,30%,40%,,,,
,,11,Atomic Purification,5,Value Increase,40%,50%,,,,
,,11,Atomic Purification,6,Value Increase,50%,60%,,,,
,,11,Atomic Purification,7,Value Increase,60%,70%,,,,
,,11,Atomic Purification,8,Value Increase,70%,80%,,,,
,,11,Atomic Purification,9,Value Increase,80%,90%,,,,
,,11,Atomic Purification,10,Value Increase,90%,100%,,,,
,,11,Atomic Purification,11,Value Increase,100%,110%,,,,
,,11,Atomic Purification,12,Value Increase,110%,120%,,,,
,,11,Atomic Purification,13,Value Increase,120%,130%,,,,
,,11,Atomic Purification,14,Value Increase,130%,140%,,,,
,,11,Atomic Purification,15,Value Increase,140%,150%,,,,
,,11,Atomic Purification,16,Value Increase,150%,160%,,,,
,,11,Atomic Purification,17,Value Increase,160%,170%,,,,
,,11,Atomic Purification,18,Value Increase,170%,180%,,,,
,,11,Atomic Purification,19,Value Increase,180%,190%,,,,
,,11,Atomic Purification,20,Value Increase,190%,200%,,,,
,,11,Atomic Purification,21,Value Increase,200%,210%,,,,
,,11,Atomic Purification,22,Value Increase,210%,220%,,,,
,,11,Atomic Purification,23,Value Increase,220%,230%,,,,
,,11,Atomic Purification,24,Value Increase,230%,240%,,,,
,,11,Atomic Purification,25,Value Increase,240%,250%,,,,
,,11,Atomic Purification,26,Value Increase,250%,260%,,,,
,,11,Atomic Purification,27,Value Increase,260%,270%,,,,
,,11,Atomic Purification,28,Value Increase,270%,280%,,,,
,,11,Atomic Purification,29,Value Increase,280%,290%,,,,
,,11,Atomic Purification,30,Value Increase,290%,300%,,,,
,,11,Atomic Purification,31,Value Increase,300%,310%,,,,
,,11,Atomic Purification,32,Value Increase,310%,320%,,,,
,,11,Atomic Purification,33,Value Increase,320%,330%,,,,
,,11,Atomic Purification,34,Value Increase,330%,340%,,,,
,,11,Atomic Purification,35,Value Increase,340%,350%,,,,
,,11,Atomic Purification,36,Value Increase,350%,360%,,,,
,,11,Atomic Purification,37,Value Increase,360%,370%,,,,
,,11,Atomic Purification,38,Value Increase,370%,380%,,,,
,,11,Atomic Purification,39,Value Increase,380%,390%,,,,
,,11,Atomic Purification,40,Value Increase,390%,400%,,,,
,,11,Atomic Purification,41,Value Increase,400%,410%,,,,
,,11,Atomic Purification,42,Value Increase,410%,420%,,,,
,,11,Atomic Purification,43,Value Increase,420%,430%,,,,
,,11,Atomic Purification,44,Value Increase,430%,440%,,,,
,,11,Atomic Purification,45,Value Increase,440%,450%,,,,
,,11,Atomic Purification,46,Value Increase,450%,460%,,,,
,,11,Atomic Purification,47,Value Increase,460%,470%,,,,
,,11,Atomic Purification,48,Value Increase,470%,480%,,,,
,,11,Atomic Purification,49,Value Increase,480%,490%,,,,
,,11,Atomic Purification,50,Value Increase,490%,500%,,,,
,,11,Multiversal Layering,1,Value Multiplier,1,10,,,,
,,11,Multiversal Layering,2,Value Multiplier,10,100,,,,
,,11,Multiversal Layering,3,Value Multiplier,100,1000,,,,
,,11,Timeline Diversion,1,Laying Increase,0%,2%,,,,
,,11,Timeline Diversion,2,Laying Increase,2%,4%,,,,
,,11,Timeline Diversion,3,Laying Increase,4%,6%,,,,
,,11,Timeline Diversion,4,Laying Increase,6%,8%,,,,
,,11,Timeline Diversion,5,Laying Increase,8%,10%,,,,
,,11,Timeline Diversion,6,Laying Increase,10%,12%,,,,
,,11,Timeline Diversion,7,Laying Increase,12%,14%,,,,
,,11,Timeline Diversion,8,Laying Increase,14%,16%,,,,
,,11,Timeline Diversion,9,Laying Increase,16%,18%,,,,
,,11,Timeline Diversion,10,Laying Increase,18%,20%,,,,
,,11,Timeline Diversion,11,Laying Increase,20%,22%,,,,
,,11,Timeline Diversion,12,Laying Increase,22%,24%,,,,
,,11,Timeline Diversion,13,Laying Increase,24%,26%,,,,
,,11,Timeline Diversion,14,Laying Increase,26%,28%,,,,
,,11,Timeline Diversion,15,Laying Increase,28%,30%,,,,
,,11,Timeline Diversion,16,Laying Increase,30%,32%,,,,
,,11,Timeline Diversion,17,Laying Increase,32%,34%,,,,
,,11,Timeline Diversion,18,Laying Increase,34%,36%,,,,
,,11,Timeline Diversion,19,Laying Increase,36%,38%,,,,
,,11,Timeline Diversion,20,Laying Increase,38%,40%,,,,
,,11,Timeline Diversion,21,Laying Increase,40%,42%,,,,
,,11,Timeline Diversion,22,Laying Increase,42%,44%,,,,
,,11,Timeline Diversion,23,Laying Increase,44%,46%,,,,
,,11,Timeline Diversion,24,Laying Increase,46%,48%,,,,
,,11,Timeline Diversion,25,Laying Increase,48%,50%,,,,
,,11,Timeline Diversion,26,Laying Increase,50%,52%,,,,
,,11,Timeline Diversion,27,Laying Increase,52%,54%,,,,
,,11,Timeline Diversion,28,Laying Increase,54%,56%,,,,
,,11,Timeline Diversion,29,Laying Increase,56%,58%,,,,
,,11,Timeline Diversion,30,Laying Increase,58%,60%,,,,
,,11,Timeline Diversion,31,Laying Increase,60%,62%,,,,
,,11,Timeline Diversion,32,Laying Increase,62%,64%,,,,
,,11,Timeline Diversion,33,Laying Increase,64%,66%,,,,
,,11,Timeline Diversion,34,Laying Increase,66%,68%,,,,
,,11,Timeline Diversion,35,Laying Increase,68%,70%,,,,
,,11,Timeline Diversion,36,Laying Increase,70%,72%,,,,
,,11,Timeline Diversion,37,Laying Increase,72%,74%,,,,
,,11,Timeline Diversion,38,Laying Increase,74%,76%,,,,
,,11,Timeline Diversion,39,Laying Increase,76%,78%,,,,
,,11,Timeline Diversion,40,Laying Increase,78%,80%,,,,
,,11,Timeline Diversion,41,Laying Increase,80%,82%,,,,
,,11,Timeline Diversion,42,Laying Increase,82%,84%,,,,
,,11,Timeline Diversion,43,Laying Increase,84%,86%,,,,
,,11,Timeline Diversion,44,Laying Increase,86%,88%,,,,
,,11,Timeline Diversion,45,Laying Increase,88%,90%,,,,
,,11,Timeline Diversion,46,Laying Increase,90%,92%,,,,
,,11,Timeline Diversion,47,Laying Increase,92%,94%,,,,
,,11,Timeline Diversion,48,Laying Increase,94%,96%,,,,
,,11,Timeline Diversion,49,Laying Increase,96%,98%,,,,
,,11,Timeline Diversion,50,Laying Increase,98%,100%,,,,
,,12,Wormhole Dampening,1,Hab Capacity,0%,2%,,,,TOP
,,12,Wormhole Dampening,2,Hab Capacity,2%,4%,,,,
,,12,Wormhole Dampening,3,Hab Capacity,4%,6%,,,,
,,12,Wormhole Dampening,4,Hab Capacity,6%,8%,,,,
,,12,Wormhole Dampening,5,Hab Capacity,8%,10%,,,,
,,12,Wormhole Dampening,6,Hab Capacity,10%,12%,,,,
,,12,Wormhole Dampening,7,Hab Capacity,12%,14%,,,,
,,12,Wormhole Dampening,8,Hab Capacity,14%,16%,,,,
,,12,Wormhole Dampening,9,Hab Capacity,16%,18%,,,,
,,12,Wormhole Dampening,10,Hab Capacity,18%,20%,,,,
,,12,Wormhole Dampening,11,Hab Capacity,20%,22%,,,,
,,12,Wormhole Dampening,12,Hab Capacity,22%,24%,,,,
,,12,Wormhole Dampening,13,Hab Capacity,24%,26%,,,,
,,12,Wormhole Dampening,14,Hab Capacity,26%,28%,,,,
,,12,Wormhole Dampening,15,Hab Capacity,28%,30%,,,,
,,12,Wormhole Dampening,16,Hab Capacity,30%,32%,,,,
,,12,Wormhole Dampening,17,Hab Capacity,32%,34%,,,,
,,12,Wormhole Dampening,18,Hab Capacity,34%,36%,,,,
,,12,Wormhole Dampening,19,Hab Capacity,36%,38%,,,,
,,12,Wormhole Dampening,20,Hab Capacity,38%,40%,,,,
,,12,Wormhole Dampening,21,Hab Capacity,40%,42%,,,,
,,12,Wormhole Dampening,22,Hab Capacity,42%,44%,,,,
,,12,Wormhole Dampening,23,Hab Capacity,44%,46%,,,,
,,12,Wormhole Dampening,24,Hab Capacity,46%,48%,,,,
,,12,Wormhole Dampening,25,Hab Capacity,48%,50%,,,,
,,12,Eggsistor Miniturization,1,Value Increase,0%,5%,,,,
,,12,Eggsistor Miniturization,2,Value Increase,5%,10%,,,,
,,12,Eggsistor Miniturization,3,Value Increase,10%,15%,,,,
,,12,Eggsistor Miniturization,4,Value Increase,15%,20%,,,,
,,12,Eggsistor Miniturization,5,Value Increase,20%,25%,,,,
,,12,Eggsistor Miniturization,6,Value Increase,25%,30%,,,,
,,12,Eggsistor Miniturization,7,Value Increase,30%,35%,,,,
,,12,Eggsistor Miniturization,8,Value Increase,35%,40%,,,,
,,12,Eggsistor Miniturization,9,Value Increase,40%,45%,,,,
,,12,Eggsistor Miniturization,10,Value Increase,45%,50%,,,,
,,12,Eggsistor Miniturization,11,Value Increase,50%,55%,,,,
,,12,Eggsistor Miniturization,12,Value Increase,55%,60%,,,,
,,12,Eggsistor Miniturization,13,Value Increase,60%,65%,,,,
,,12,Eggsistor Miniturization,14,Value Increase,65%,70%,,,,
,,12,Eggsistor Miniturization,15,Value Increase,70%,75%,,,,
,,12,Eggsistor Miniturization,16,Value Increase,75%,80%,,,,
,,12,Eggsistor Miniturization,17,Value Increase,80%,85%,,,,
,,12,Eggsistor Miniturization,18,Value Increase,85%,90%,,,,
,,12,Eggsistor Miniturization,19,Value Increase,90%,95%,,,,
,,12,Eggsistor Miniturization,20,Value Increase,95%,100%,,,,
,,12,Eggsistor Miniturization,21,Value Increase,100%,105%,,,,
,,12,Eggsistor Miniturization,22,Value Increase,105%,110%,,,,
,,12,Eggsistor Miniturization,23,Value Increase,110%,115%,,,,
,,12,Eggsistor Miniturization,24,Value Increase,115%,120%,,,,
,,12,Eggsistor Miniturization,25,Value Increase,120%,125%,,,,
,,12,Eggsistor Miniturization,26,Value Increase,125%,130%,,,,
,,12,Eggsistor Miniturization,27,Value Increase,130%,135%,,,,
,,12,Eggsistor Miniturization,28,Value Increase,135%,140%,,,,
,,12,Eggsistor Miniturization,29,Value Increase,140%,145%,,,,
,,12,Eggsistor Miniturization,30,Value Increase,145%,150%,,,,
,,12,Eggsistor Miniturization,31,Value Increase,150%,155%,,,,
,,12,Eggsistor Miniturization,32,Value Increase,155%,160%,,,,
,,12,Eggsistor Miniturization,33,Value Increase,160%,165%,,,,
,,12,Eggsistor Miniturization,34,Value Increase,165%,170%,,,,
,,12,Eggsistor Miniturization,35,Value Increase,170%,175%,,,,
,,12,Eggsistor Miniturization,36,Value Increase,175%,180%,,,,
,,12,Eggsistor Miniturization,37,Value Increase,180%,185%,,,,
,,12,Eggsistor Miniturization,38,Value Increase,185%,190%,,,,
,,12,Eggsistor Miniturization,39,Value Increase,190%,195%,,,,
,,12,Eggsistor Miniturization,40,Value Increase,195%,200%,,,,
,,12,Eggsistor Miniturization,41,Value Increase,200%,205%,,,,
,,12,Eggsistor Miniturization,42,Value Increase,205%,210%,,,,
,,12,Eggsistor Miniturization,43,Value Increase,210%,215%,,,,
,,12,Eggsistor Miniturization,44,Value Increase,215%,220%,,,,
,,12,Eggsistor Miniturization,45,Value Increase,220%,225%,,,,
,,12,Eggsistor Miniturization,46,Value Increase,225%,230%,,,,
,,12,Eggsistor Miniturization,47,Value Increase,230%,235%,,,,
,,12,Eggsistor Miniturization,48,Value Increase,235%,240%,,,,
,,12,Eggsistor Miniturization,49,Value Increase,240%,245%,,,,
,,12,Eggsistor Miniturization,50,Value Increase,245%,250%,,,,
,,12,Eggsistor Miniturization,51,Value Increase,250%,255%,,,,
,,12,Eggsistor Miniturization,52,Value Increase,255%,260%,,,,
,,12,Eggsistor Miniturization,53,Value Increase,260%,265%,,,,
,,12,Eggsistor Miniturization,54,Value Increase,265%,270%,,,,
,,12,Eggsistor Miniturization,55,Value Increase,270%,275%,,,,
,,12,Eggsistor Miniturization,56,Value Increase,275%,280%,,,,
,,12,Eggsistor Miniturization,57,Value Increase,280%,285%,,,,
,,12,Eggsistor Miniturization,58,Value Increase,285%,290%,,,,
,,12,Eggsistor Miniturization,59,Value Increase,290%,295%,,,,
,,12,Eggsistor Miniturization,60,Value Increase,295%,300%,,,,
,,12,Eggsistor Miniturization,61,Value Increase,300%,305%,,,,
,,12,Eggsistor Miniturization,62,Value Increase,305%,310%,,,,
,,12,Eggsistor Miniturization,63,Value Increase,310%,315%,,,,
,,12,Eggsistor Miniturization,64,Value Increase,315%,320%,,,,
,,12,Eggsistor Miniturization,65,Value Increase,320%,325%,,,,
,,12,Eggsistor Miniturization,66,Value Increase,325%,330%,,,,
,,12,Eggsistor Miniturization,67,Value Increase,330%,335%,,,,
,,12,Eggsistor Miniturization,68,Value Increase,335%,340%,,,,
,,12,Eggsistor Miniturization,69,Value Increase,340%,345%,,,,
,,12,Eggsistor Miniturization,70,Value Increase,345%,350%,,,,
,,12,Eggsistor Miniturization,71,Value Increase,350%,355%,,,,
,,12,Eggsistor Miniturization,72,Value Increase,355%,360%,,,,
,,12,Eggsistor Miniturization,73,Value Increase,360%,365%,,,,
,,12,Eggsistor Miniturization,74,Value Increase,365%,370%,,,,
,,12,Eggsistor Miniturization,75,Value Increase,370%,375%,,,,
,,12,Eggsistor Miniturization,76,Value Increase,375%,380%,,,,
,,12,Eggsistor Miniturization,77,Value Increase,380%,385%,,,,
,,12,Eggsistor Miniturization,78,Value Increase,385%,390%,,,,
,,12,Eggsistor Miniturization,79,Value Increase,390%,395%,,,,
,,12,Eggsistor Miniturization,80,Value Increase,395%,400%,,,,
,,12,Eggsistor Miniturization,81,Value Increase,400%,405%,,,,
,,12,Eggsistor Miniturization,82,Value Increase,405%,410%,,,,
,,12,Eggsistor Miniturization,83,Value Increase,410%,415%,,,,
,,12,Eggsistor Miniturization,84,Value Increase,415%,420%,,,,
,,12,Eggsistor Miniturization,85,Value Increase,420%,425%,,,,
,,12,Eggsistor Miniturization,86,Value Increase,425%,430%,,,,
,,12,Eggsistor Miniturization,87,Value Increase,430%,435%,,,,
,,12,Eggsistor Miniturization,88,Value Increase,435%,440%,,,,
,,12,Eggsistor Miniturization,89,Value Increase,440%,445%,,,,
,,12,Eggsistor Miniturization,90,Value Increase,445%,450%,,,,
,,12,Eggsistor Miniturization,91,Value Increase,450%,455%,,,,
,,12,Eggsistor Miniturization,92,Value Increase,455%,460%,,,,
,,12,Eggsistor Miniturization,93,Value Increase,460%,465%,,,,
,,12,Eggsistor Miniturization,94,Value Increase,465%,470%,,,,
,,12,Eggsistor Miniturization,95,Value Increase,470%,475%,,,,
,,12,Eggsistor Miniturization,96,Value Increase,475%,480%,,,,
,,12,Eggsistor Miniturization,97,Value Increase,480%,485%,,,,
,,12,Eggsistor Miniturization,98,Value Increase,485%,490%,,,,
,,12,Eggsistor Miniturization,99,Value Increase,490%,495%,,,,
,,12,Eggsistor Miniturization,100,Value Increase,495%,500%,,,,
,,12,Graviton Coupling,1,Train Length,5,6,,,,
,,12,Graviton Coupling,2,Train Length,6,7,,,,
,,12,Graviton Coupling,3,Train Length,7,8,,,,
,,12,Graviton Coupling,4,Train Length,8,9,,,,
,,12,Graviton Coupling,5,Train Length,9,10,,,,
,,12,Neural Net Refinement,1,Vehicle Capacity,0%,5%,,,,
,,12,Neural Net Refinement,2,Vehicle Capacity,5%,10%,,,,
,,12,Neural Net Refinement,3,Vehicle Capacity,10%,15%,,,,
,,12,Neural Net Refinement,4,Vehicle Capacity,15%,20%,,,,
,,12,Neural Net Refinement,5,Vehicle Capacity,20%,25%,,,,
,,12,Neural Net Refinement,6,Vehicle Capacity,25%,30%,,,,
,,12,Neural Net Refinement,7,Vehicle Capacity,30%,35%,,,,
,,12,Neural Net Refinement,8,Vehicle Capacity,35%,40%,,,,
,,12,Neural Net Refinement,9,Vehicle Capacity,40%,45%,,,,
,,12,Neural Net Refinement,10,Vehicle Capacity,45%,50%,,,,
,,12,Neural Net Refinement,11,Vehicle Capacity,50%,55%,,,,
,,12,Neural Net Refinement,12,Vehicle Capacity,55%,60%,,,,
,,12,Neural Net Refinement,13,Vehicle Capacity,60%,65%,,,,
,,12,Neural Net Refinement,14,Vehicle Capacity,65%,70%,,,,
,,12,Neural Net Refinement,15,Vehicle Capacity,70%,75%,,,,
,,12,Neural Net Refinement,16,Vehicle Capacity,75%,80%,,,,
,,12,Neural Net Refinement,17,Vehicle Capacity,80%,85%,,,,
,,12,Neural Net Refinement,18,Vehicle Capacity,85%,90%,,,,
,,12,Neural Net Refinement,19,Vehicle Capacity,90%,95%,,,,
,,12,Neural Net Refinement,20,Vehicle Capacity,95%,100%,,,,
,,12,Neural Net Refinement,21,Vehicle Capacity,100%,105%,,,,
,,12,Neural Net Refinement,22,Vehicle Capacity,105%,110%,,,,
,,12,Neural Net Refinement,23,Vehicle Capacity,110%,115%,,,,
,,12,Neural Net Refinement,24,Vehicle Capacity,115%,120%,,,,
,,12,Neural Net Refinement,25,Vehicle Capacity,120%,125%,,,,
,,13,Matter Reconfiguration,1,Value Increase,0%,1%,,,,TOP
,,13,Matter Reconfiguration,2,Value Increase,1%,2%,,,,
,,13,Matter Reconfiguration,3,Value Increase,2%,3%,,,,
,,13,Matter Reconfiguration,4,Value Increase,3%,4%,,,,
,,13,Matter Reconfiguration,5,Value Increase,4%,5%,,,,
,,13,Matter Reconfiguration,6,Value Increase,5%,6%,,,,
,,13,Matter Reconfiguration,7,Value Increase,6%,7%,,,,
,,13,Matter Reconfiguration,8,Value Increase,7%,8%,,,,
,,13,Matter Reconfiguration,9,Value Increase,8%,9%,,,,
,,13,Matter Reconfiguration,10,Value Increase,9%,10%,,,,
,,13,Matter Reconfiguration,11,Value Increase,10%,11%,,,,
,,13,Matter Reconfiguration,12,Value Increase,11%,12%,,,,
,,13,Matter Reconfiguration,13,Value Increase,12%,13%,,,,
,,13,Matter Reconfiguration,14,Value Increase,13%,14%,,,,
,,13,Matter Reconfiguration,15,Value Increase,14%,15%,,,,
,,13,Matter Reconfiguration,16,Value Increase,15%,16%,,,,
,,13,Matter Reconfiguration,17,Value Increase,16%,17%,,,,
,,13,Matter Reconfiguration,18,Value Increase,17%,18%,,,,
,,13,Matter Reconfiguration,19,Value Increase,18%,19%,,,,
,,13,Matter Reconfiguration,20,Value Increase,19%,20%,,,,
,,13,Matter Reconfiguration,21,Value Increase,20%,21%,,,,
,,13,Matter Reconfiguration,22,Value Increase,21%,22%,,,,
,,13,Matter Reconfiguration,23,Value Increase,22%,23%,,,,
,,13,Matter Reconfiguration,24,Value Increase,23%,24%,,,,
,,13,Matter Reconfiguration,25,Value Increase,24%,25%,,,,
,,13,Matter Reconfiguration,26,Value Increase,25%,26%,,,,
,,13,Matter Reconfiguration,27,Value Increase,26%,27%,,,,
,,13,Matter Reconfiguration,28,Value Increase,27%,28%,,,,
,,13,Matter Reconfiguration,29,Value Increase,28%,29%,,,,
,,13,Matter Reconfiguration,30,Value Increase,29%,30%,,,,
,,13,Matter Reconfiguration,31,Value Increase,30%,31%,,,,
,,13,Matter Reconfiguration,32,Value Increase,31%,32%,,,,
,,13,Matter Reconfiguration,33,Value Increase,32%,33%,,,,
,,13,Matter Reconfiguration,34,Value Increase,33%,34%,,,,
,,13,Matter Reconfiguration,35,Value Increase,34%,35%,,,,
,,13,Matter Reconfiguration,36,Value Increase,35%,36%,,,,
,,13,Matter Reconfiguration,37,Value Increase,36%,37%,,,,
,,13,Matter Reconfiguration,38,Value Increase,37%,38%,,,,
,,13,Matter Reconfiguration,39,Value Increase,38%,39%,,,,
,,13,Matter Reconfiguration,40,Value Increase,39%,40%,,,,
,,13,Matter Reconfiguration,41,Value Increase,40%,41%,,,,
,,13,Matter Reconfiguration,42,Value Increase,41%,42%,,,,
,,13,Matter Reconfiguration,43,Value Increase,42%,43%,,,,
,,13,Matter Reconfiguration,44,Value Increase,43%,44%,,,,
,,13,Matter Reconfiguration,45,Value Increase,44%,45%,,,,
,,13,Matter Reconfiguration,46,Value Increase,45%,46%,,,,
,,13,Matter Reconfiguration,47,Value Increase,46%,47%,,,,
,,13,Matter Reconfiguration,48,Value Increase,47%,48%,,,,
,,13,Matter Reconfiguration,49,Value Increase,48%,49%,,,,
,,13,Matter Reconfiguration,50,Value Increase,49%,50%,,,,
,,13,Matter Reconfiguration,51,Value Increase,50%,51%,,,,
,,13,Matter Reconfiguration,52,Value Increase,51%,52%,,,,
,,13,Matter Reconfiguration,53,Value Increase,52%,53%,,,,
,,13,Matter Reconfiguration,54,Value Increase,53%,54%,,,,
,,13,Matter Reconfiguration,55,Value Increase,54%,55%,,,,
,,13,Matter Reconfiguration,56,Value Increase,55%,56%,,,,
,,13,Matter Reconfiguration,57,Value Increase,56%,57%,,,,
,,13,Matter Reconfiguration,58,Value Increase,57%,58%,,,,
,,13,Matter Reconfiguration,59,Value Increase,58%,59%,,,,
,,13,Matter Reconfiguration,60,Value Increase,59%,60%,,,,
,,13,Matter Reconfiguration,61,Value Increase,60%,61%,,,,
,,13,Matter Reconfiguration,62,Value Increase,61%,62%,,,,
,,13,Matter Reconfiguration,63,Value Increase,62%,63%,,,,
,,13,Matter Reconfiguration,64,Value Increase,63%,64%,,,,
,,13,Matter Reconfiguration,65,Value Increase,64%,65%,,,,
,,13,Matter Reconfiguration,66,Value Increase,65%,66%,,,,
,,13,Matter Reconfiguration,67,Value Increase,66%,67%,,,,
,,13,Matter Reconfiguration,68,Value Increase,67%,68%,,,,
,,13,Matter Reconfiguration,69,Value Increase,68%,69%,,,,
,,13,Matter Reconfiguration,70,Value Increase,69%,70%,,,,
,,13,Matter Reconfiguration,71,Value Increase,70%,71%,,,,
,,13,Matter Reconfiguration,72,Value Increase,71%,72%,,,,
,,13,Matter Reconfiguration,73,Value Increase,72%,73%,,,,
,,13,Matter Reconfiguration,74,Value Increase,73%,74%,,,,
,,13,Matter Reconfiguration,75,Value Increase,74%,75%,,,,
,,13,Matter Reconfiguration,76,Value Increase,75%,76%,,,,
,,13,Matter Reconfiguration,77,Value Increase,76%,77%,,,,
,,13,Matter Reconfiguration,78,Value Increase,77%,78%,,,,
,,13,Matter Reconfiguration,79,Value Increase,78%,79%,,,,
,,13,Matter Reconfiguration,80,Value Increase,79%,80%,,,,
,,13,Matter Reconfiguration,81,Value Increase,80%,81%,,,,
